Tweet,Sentiment,Opinionated
Revenue-neutral': The last hope for climate change legislation? http://bit.ly/9PsIMG,Negative,No
"RT @uncajoe: uncajoe: PLZ RT @stone_circle Climate Change: ""But wait, there's more!"": When I was ... http://bit.ly/aYMbkO ( #p2 #du1 #pgn )",Positive,No
;O  Is the US doing enough to stop global warming? presumption,Negative,No
The DC storms *prove* global warming is just a liberal plot to raise taxes. Snow is not warm...duh. (proves it!),Negative,No
There is No Man Made Climate Crisis (Global Warming is a Hoax)  environmentalists ;P,Negative,No
Obama Administration Proposes New Agency to Study Climate Change - http://shar.es/aLs3J,Negative,No
"Strange how the more Obama tries to kick start Congress, the more it snows. Maybe bipartisanship IS the cure for global warming...",Negative,No
Water at core of climate change impacts http://uk.reuters.com/article/idUKTRE61615G20100207 ^AB,Negative,No
"nitwit-in-chief forms gov't global warming agency, announced today but few media able to report as follows blizzard.  http://stk.ly/ccGuOc",Negative,No
The Chilling Effect | cooling heated rhetoric on global warming ...: Energy and Environment: Around the Interwebs.... http://bit.ly/c14ZE3,Negative,No
"The Republicans sure are quick! They already have an ad out attacking Climate Change, citing the recent snow storms hitting the east coast",Negative,No
#Green Peoples World Climate Change+Earth's Rights Conf.19Apr'10 http://su.pr/1HSMF8 SouthAm Response to Copenhagen  #America #brooklyn #NYC,Negative,No
"Get the Facts About Global Warming, So That You Can Make an ... news today",Negative,No
The people put on TV to explain climate change should know how to explain it. #justsayin,Negative,No
U.S. Fish and Wildlife Service Says Pika Not Imperiled by Climate Change: The Obama administration has determined... http://nyti.ms/90PDbb,Negative,No
U.S. Fish and Wildlife Service Says Pika Not Imperiled by Climate Change http://nyti.ms/c6fTQ6,Negative,No
RT @iconicearth: Federal Climate Change Agency Being Formed http://bit.ly/9iXjWs #GreenParty,Negative,No
:O fishery managers New Federal Climate Change Agency Forming,Negative,Yes
RT @EcoInteractive: Global Warming May Warrant New Approaches To Ecosystem Restoration http://bit.ly/WarmingApproaches,Negative,No
Federal Climate Change Agency Being Formed: A new federal agency charged with reporting on climate change is being... http://bit.ly/axZiKN,Negative,No
#IT #Headlines New federal climate change agency proposed http://bit.ly/dCrWsV #USAToday,Negative,No
I really think that conservatives DO get the global climate change thing. It's just that they'll never admit that they're wrong. Assholes.,Negative,No
FOXNews: Administration Proposes New Agency to Study Climate Change: A new Climate Service agency will operate wit... http://bit.ly/9s7qTH,Negative,No
"@DavidCornDC That's why ""Global warming"" is another one of those phrases that should be eliminated. Purposely used to mislead now.",Negative,No
Administration Proposes New Agency to Study Climate Change http://fxn.ws/aSWxtn,Negative,No
RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z,Negative,Yes
RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z,Negative,Yes
Obama admin starting agency to report on #climate change http://bit.ly/99EZ1A Facts to consider http://bit.ly/7c64Dh #energy #CO2,Negative,No
SEC Guidance on #climate change posted to CCCL Regulation Tracker http://bit.ly/aZKkdL,Negative,Yes
RT @guardianeco: From @grist: Tea Party supporters far less informed about climate change than general public http://bit.ly/cMovqD,Negative,No
Kim Cranston: Climate Change Plus West Coast = Climatopia? http://bit.ly/9Y4jaI,Negative,No
hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z,Negative,Yes
"There might be something to this ""global warming"" jazz people are talking about @allesegretti",Negative,No
peter m robinson YouTube - Thomas Sowell: Global Warming Manufactured by Intellectuals? ;),Negative,No
Economists & Climate Change: Consensus and Open Questions - http://bit.ly/9b9u4v,Negative,No
Obama administration forming new agency on climate change http://tinyurl.com/yehhs9j,Negative,No
Disclosing the real risks of climate change http://ff.im/-fBj8k,Negative,No
"RT @BreakingNews: Obama administration forms Climate Service, a new  agency to study and report on global warming -AP",Negative,No
"RT @BreakingNews: Obama administration forms Climate Service, a new agency to study and report on global warming || Waste more $$$ Obama.",Negative,No
@sugarfreeNJ Call Al Gore he will come help shovel u out from global warming,Negative,No
Plz #Digg & RT: King Coal & Big Ag Try to Outlaw Global Warming Through Reps http://bit.ly/cp0BGj ( #p2 #dnj #du1),Negative,No
#Green SouthAm Response to Copenhagen:Peoples World Conf.Climate Change+Earth's Rights 19Apr'10 http://su.pr/1HSMF8 #America #brooklyn #NYC,Negative,No
Gawker: Scientist's Sexxxy Novel Proves 'Climate Change' Is for Sex Pervs [Books]: Number of comments: 2Rajendra P... http://bit.ly/aRpoj9,Negative,No
Any chance of some global warming?,Negative,No
I favorited a YouTube video -- Funny Politics - Global Disastrification (Global Warming Spoof) http://youtu.be/tUZRjHK8rQs?a,Negative,No
I love how the scientific community claims to know all by knowing nothing. Global warming and this autism vaccine garbage is more of this,Negative,No
What would all the beneficiaries of the global warming hype do if they find out that humans have little to do with the Earth's temp? #tcot,Negative,No
Scientist's Sexxxy Novel Proves 'Climate Change' Is for Sex Pervs [Books] http://bit.ly/9AODlg,Negative,No
RT @UN: UN defends conclusions of landmark climate change report: http://is.gd/7WkIo #UN #news,Negative,No
UN defends conclusions of landmark climate change report: http://is.gd/7WkIo #UN #news,Negative,No
"OSI ""leads the way"" in addressing poverty, open society, & climate change - Thanks @Slate! http://bit.ly/cBZlku",Negative,No
"Protein might help fight global warming|DENTON, Texas, Feb. 8 (UPI) -- University of North Texas scientists say .. http://oohja.com/x6CYD",Negative,No
Yachtsmen's marine paradise hit by global warming|The yachtsman's wildlife ocean paradise of the Galapagos .. http://oohja.com/x6CPN,Negative,No
Arctic climate changing fast: Climate change is transforming the Arctic environment faster than expected and accel... http://bit.ly/ckRjPW,Negative,No
"George Perkins: Clean Energy Jobs Act vital to reduce global warming, create jobs, cut pollution|Dear Editor: I .. http://oohja.com/x6CG5",Negative,No
"UN Climate Change Plan to Shift Industy, wealth globally? ;) fox news",Negative,No
http://bit.ly/10NrOO Climate Change Media Partnership 2009 ' Green energy strategy to ... http://bit.ly/9Yl9Az,Negative,No
Economic and Social Consequences of Global Warming  health hazards ;O,Negative,No
"After blizzard, Mid-Atlantic states targeted for several more inches of global warming. http://usat.me?37459708 #tcot #teaparty #gop",Negative,No
Via Kevin Drum: Climate Change and its Discontents: I haven't been following in detail the various recent d... http://bit.ly/90qfGw ( #p2 ),Negative,No
#news Climate - Feb 8: - U.S. Defense Review Serious About Climate Change- Climate Science Under Fire- Burning the bios http://url4.eu/1L6em,Negative,Yes
"Climate Change is Forcing Arctic Changes Faster than Expected: To be more specific, it causing changes in the Arct... http://bit.ly/99EpGQ",Negative,No
Bad Science Bad Politics http://bit.ly/ackZ8J The Death o Global Warming,Negative,No
RT @uncajoe: uncajoe: PLZ RT @stone_circle What the Media Has Done To The Global Warming Debate: ... http://bit.ly/bmlApf ( #p2 #du1 #pgn ),Negative,No
Looks like Audi is co-signing this Global Warming conspiracy... http://myloc.me/3BsUP,Negative,No
"Audi's ""green police"" spot just scared the more paranoid, global-warming-isn't-real people of America.",Negative,No
Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/bLcqDu,Negative,No
Brits start to doubt global warming: http://bit.ly/cEMysp via @addthis,Negative,No
David Gershon: Empowering a Climate Change Movement -- Part 3: Instead of Cursing the Dark Light a Candle http://bit.ly/duIycM,Negative,No
RT @yidwithlid: The IPCC's Latest Climate Change Blunder...To Boldly Go Where No Stupidity Has Gone Before. http://tinyurl.com/yhsp6tv #climategate  #nobama,Negative,Yes
RT @Lib_Berated: EPA can't finish their report on Global Warming because it was there is too much snow to go to work.,Negative,No
"RT @DefendGlenn: ""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty",Negative,No
Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/c9fUuL,Negative,No
Mary Ellen Harte and John Harte: Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/chotVm,Negative,No
Mary Ellen Harte and John Harte: Addressing Global Warming: Retrain Coal Workers for Green Jobs: When Congress cre... http://bit.ly/cmw6eM,Negative,No
"@jbg7474 Further, it's not 2 scientists disagreeing. The *vast* majority of scientists accepts the reality of climate change.",Negative,Yes
Australian drought linked to climate change; more snow in E Antarctica = less rain in Oz http://bit.ly/coZ3qJ #350ppm #climate,Negative,No
Public loses faith in climate change science after leaked emails scandal - The Guardian http://bit.ly/cG3Tmp,Negative,No
Monroerising.com: Washington DC has record winter: RFK 15 Months ago predicted because of Global Warming there wil... http://bit.ly/9KgtMi,Negative,No
Public loses faith in climate change science after leaked emails scandal - The Guardian: Times OnlinePublic loses ... http://bit.ly/bpz0Rj,Negative,No
MORE SNOW- WEDNESDAY- get your global warming- get it now!,Negative,No
It May Not Be Global Warming but ... @ http://aclnk.com/ar2633313,Negative,No
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/76Gtnu via @addthis",Negative,No
"Hoax Fraudster RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/76Gtnu",Negative,No
Olympics organisers desperate for climate change http://bit.ly/a295w8,Negative,Yes
Olympics organisers desperate for climate change http://bit.ly/a295w8,Negative,Yes
"@jbg7474 The ""global warming movement"" doesn't require ""credibility""; it's based on science. Denials are not, and lack same weight. #p2",Negative,No
Olympics organisers desperate for climate change http://url4.eu/1KvGP,Negative,Yes
Olympics organisers desperate for climate change http://url4.eu/1KvGL,Negative,Yes
Olympics organisers desperate for climate change http://bit.ly/bfn2bA,Negative,Yes
Olympics organisers desperate for climate change http://bit.ly/bfn2bA,Negative,Yes
RT @RayBeckerman: California's global-warming law Under Attack http://54i05.tk  [Age of Very Stupid],Negative,Yes
California's global-warming law Under Attack http://54i05.tk,Negative,No
The great global warming collapse ' The Globe and Mail http://ff.im/-fyi0U,Negative,No
It Seems The Global Warming Hoax Is Starting To Sink In.  What Will Th,Negative,No
"global warming prolly real in New York, but big scam in DC",Negative,No
"Bahuguna says country will face problems due to global warming|Pune, Feb 7 : Eminent social worker Sundarlal .. http://oohja.com/x6zS5",Negative,No
"I'm sick of hearing global warming crap, it's a natural thing! if we didn't exist it'd happen anyway!",Negative,No
"The global warming movement as we have known it is dead,' : http://theridgewoodblog.blogspot.com/",Negative,No
:P http://bit.ly/bgxiU6 stop global warming The great global warming collapse,Negative,No
Review panel clears researchers in 'Climategate' controversy|(MCT) - Climate-change researchers accused of .. http://oohja.com/xaWMF,Negative,No
"In the UK, only 1 in 4 believe climate change is happening and is caused mostly by human activity: http://bit.ly/aCXjzQ",Negative,No
Global warming phenomenon -Climate plays a far more important role in economic development:Vohra http://bit.ly/a3ZFHs,Negative,No
"In Part Of Our Contribution To Reduce Global Warming, Shall We Ban The http://bit.ly/c9P8qU",Negative,No
"RT @earthinstitute: State of the Planet 2010 Conference: Connecting Voices Globally to Meet the Challenges of Climate Change, Poverty... http://bit.ly/cYM4gC",Negative,No
"THIS JUST OUT, OBAMA BLAMES G. BUSH FOR BLIZZARD IN WASHINGTON, SAYS THE SNOW WAS PART OF HIS FAILED POLICIES ON GLOBAL WARMING",Negative,No
RT @alancolmes: Utah State Rep: Climate Change Is Conpiracy To Control Populaton http://bit.ly/aLu2oC,Negative,No
California's global-warming law Under Attack http://54i05.tk EnvNewsNet,Negative,No
California's global-warming law Under Attack: Republican politicians and conservative activists are launching a ba... http://bit.ly/bmiGzP,Negative,No
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC... http://bit.ly/bQUx9D #breaking",Negative,No
How's that Global Warming treating you? Anyone seen Al Gore? photo shows  record-breaking snow in Maryland  http://bit.ly/9HvBld,Negative,No
"Global warming is man-made, top UN official reaffirms: UNITED NATIONS, Jan 7 (APP): The great weight of science st... http://bit.ly/aENnqw",Negative,No
Delusional Leftist Olympic Organisers desperate for climate change: http://bit.ly/b5oFoH #It's no surprise NBC outbid everyone for Olympics,Negative,Yes
RT @AmericaBlog: British Conservatives move away from climate change as election nears http://bit.ly/9UqN5F #p2,Negative,No
Horner challenges climate change data|Much of current global warming theory is based on distortions of scientific .. http://oohja.com/x6yJi,Negative,No
. al gore  BBC: Only 1-in-4 believe in man-made global warming - Daily Mail,Negative,No
Cochabama: Peoples World Conference on Climate Change and Mother Earth's Rights http://ow.ly/16w7Jz,Negative,No
"Despite the sceptics, climate change must remain a priority: http://bit.ly/bGwsVu (via @EcoSteward)",Negative,No
@peterdaou Who are the 'political elites'? Editors of the Times shilling for Bush on Iraqi WMD? Members of Congress denying climate change?,Negative,No
UN climate scientist defends report: 6 (UPI) ' A United Nations scientist struck back at climate change critics Sa... http://bit.ly/9iELfk,Negative,No
@SergeGraystone How does Caprica deal with Global Warming?,Negative,No
"Climate Change and Activists Won't Delay, But United Nations Will http://trim.li/nk/1JjY via @WiretapMagazine",Negative,No
RT @JosephAGallant: Global Warming Activist Freezes to Death in Antarctica http://tinyurl.com/gf3ud #tcot,Negative,No
Global warming is suspended due to the cold weather...,Negative,No
Olympic Organizers desperate for climate change... http://bit.ly/acZSeo #breaking,Negative,Yes
"Varanasi holds fire ritual to prevent global warming|By Girish Dubey, Varanasi, Feb.6 : A large number of .. http://oohja.com/x6xrM",Negative,No
"(""Censored News"") Cochabama: Peoples World Conference on Climate Change and Mother Earth's Rights http://ow.ly/16w7Jz",Negative,No
"Is global warming a plot? Mm, nah|I just love conspiracy theories. And so, apparently, does Rep. Mike Noel. The .. http://oohja.com/x6xeX",Negative,No
"FOR ALL YOU LOSERS THAT INVESTED IN AL GORE'S GLOBAL WARMING SCAM, I THINK ITS TIME TO KICK HIS ASS AND GET YOUR MONEY BACK.",Negative,No
From The New Album Mama Roots Global Warming http://www.youtube.com/watch?v=LA9YIpKauoI,Negative,No
Climate Change Impacts And Vulnerability In The Eastern Himalayas http://bit.ly/cDR9xJ,Negative,No
"House of Peers -- By: Mark Steyn: As Jonah and I have written here previously, ""climate change"" is not only a scie... http://bit.ly/b0pzHR",Negative,Yes
Tell Toyota COO to Put the Brakes on Climate Change & the US Chamber http://bit.ly/aosRBN (Youth Climate Mvmt),Negative,No
RT @Ki6AMD RT @adamcurry: LOL - If Global Warming is Real Then Why is it Cold? http://ifglobalwarmingisrealthenwhyisitcold.blogspot.com/,Negative,No
Top UN environment official defends conclusions of landmark climate change report: UN News Centre 6 February 201... http://bit.ly/9gTNcG,Negative,No
Atmospheric carbon dioxide that is causing climate change is also negatively affecting the marine environment http://bit.ly/drW0Nu ^AB,Negative,No
"For those who believe global warming is in progress, please bring your warming to my front yard. I can't see out over the snow drifts. #tcot",Negative,No
@GurianPeck the GOP always finds a way to push its agenda. two crippling snowstorms in one month are in line with global CLIMATE CHANGE.,Negative,No
Some Global Warming huh? You were all lied to by Al Gore... he duped you.,Negative,No
I 2nd that RT @NYCAviation @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?,Negative,No
RT @GottaLaff: Conservatives try to suspend California's global-warming law http://bit.ly/chdtXe ( #p2 #dnj #du1),Negative,No
Utah State Rep: Climate Change Is Conpiracy To Control Populaton http://bit.ly/bR8MT6 #p2,Negative,No
BREAKING NEWS: Global warming just made Hell a little hotter,Negative,No
#FF just slightly belatedly @femmepatriot  staying warm today in the global warming? Freeeeeezin' here,Negative,No
Is climate change hiding the decline of maple syrup?: The burning of fossil fuels such as coal and oil releases ca... http://bit.ly/d5si4F,Negative,No
The great global warming collapse - http://is.gd/7PoXr - #TCOT #AGW,Negative,No
"The great ""global warming"" collapse: http://bit.ly/drrEIN",Negative,No
"""Climate change deal marks an 'essential beginning,' Ban says ' UN News Centre"" http://tinyurl.com/yj7tzzd",Negative,No
PAPER: The great global warming collapse... http://bit.ly/dx5ri6 #breaking,Negative,No
RT @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?,Negative,No
RT @ThinkProgress: Utah state representative claims climate change is a 'conspiracy' aimed at populat... http://bit.ly/chOhWn #p2 #du1 #dnj,Negative,No
pls RT: Tell Toyota COO to put the brakes on climate change and US CoC - Digg up this Q! http://ow.ly/14Bbn #climate #green,Negative,No
"@NAOMIHITME1 I don't understand that it only snowed in parts of Brooklyn & didn't even touch the BX, global warming man!",Negative,No
Lawmaker says she was removed from panel over global warming bill concerns|A Democratic member of the Assembly .. http://oohja.com/xaVRJ,Negative,No
Climate Change Impacts And Vulnerability In The Eastern Himalayas http://bit.ly/cDR9xJ IndigPplsRsrcs,Negative,No
"RT @astrosteve ""Well, Lisa, looks like I'll be shoveling four feet of global warming tomorrow!"" - Homer Simpson",Negative,No
"RT @astrosteve gaaaah.. on the radio: ""Well, this blizzard proves global warming is a fraud."" NO IT FUCKING DOESN'T.",Negative,No
"No snow at all here in northern NJ (near Newark) - must be a pocket of ""climate change"" :)",Negative,Yes
@BarackObama - dont tell me- global warming wi be a topic-ha ha!,Negative,No
Where's that global warming? Deep freeze here http://bit.ly/2wWWmQ,Negative,No
RT @newtgingrich: where is al gore to explain it snows this heavily as a sign global warming is imminent // WEATHER IS NOT CLIMATE #tcot #p2,Negative,No
According to @newtgingrich it's snowing so Al Gore must be fat or something. It's GLOBAL CLIMATE CHANGE. You might want to look that up.,Negative,No
"RT @toddstarnes: Dear Mr. Gore, would you mind helping to shovel the 30 inches of global warming in DC?",Negative,No
"Dear Mr. Gore, would you mind helping to shovel the 30 inches of global warming in DC?",Negative,No
Lawmaker says she was removed from panel over global warming bill concerns|A Democratic member of the Assembly .. http://oohja.com/xaVNg,Negative,No
"RT @TPM_dk Va. GOP Mocks Global Warming, Since, You Know, It's Snowing  http://digg.com/d31Hv3d?t",Negative,No
Rajendra Pachauri: head of UN climate change panel clocks up half a million ': Telegraph.co.uk  The embattled hea... http://bit.ly/awueLY,Negative,No
"@TheCortez Global Warming causes a change in all patterns of weather. Including warmth, snow and rain",Negative,No
Great piece on the challenges of communicating climate change #energy #sustainability  http://jm.ly/VITRUR,Positive,Yes
"Kolkata's Green Mall aims to reverse global warming|By Ajitha Menon, Kolkata, Feb. 6 : Green is in, and a mall .. http://oohja.com/x6wd5",Negative,No
Fashion: Tupperware Duds at New York Fashion Week | Avoid-Global-Warming.com: To follow all of Zuzana's Fashion Ha... http://bit.ly/9Juoag,Negative,No
"Saving endangered species. Turtles due to hotels, poaching of eggs, accidental snaring in nets and global warming http://bit.ly/bPjxSF ^AB",Negative,No
"The great global warming collapse|As the science scandals keep coming, the air has gone out of the climate-change .. http://oohja.com/x6w5B",Negative,No
Links 2/6/10: Climate change causes wolverine decline across Canada BBC Physicist Discovers How to Teleport Energy... http://bit.ly/bqi1Bm,Negative,No
"A green birthday gift: plant 10 trees for $10, in region strategically selected to offset global warming http://br.st/01Q",Negative,No
#thankyouObama for continuing to push a climate change bill that has absolutely no credible scientific backing #tcot #p2,Negative,Yes
"Climate Change: Dr Rajendra K. Pachauri On How Masturbation Can Save The World|A story of sex, disaster, onanism, .. http://oohja.com/x6vZh",Negative,No
RT @IzzzyGutman: Head of UN climate change panel clocks up half a million miles of air travel ' Telegraph.co.uk http://bit.ly/cs95OE,Negative,No
http://twitpic.com/11n727 - Jersey Shore Global Warming Alert #2,Negative,No
@kokomoko Global warming/climate change/unicorns are crazy things. Don't try to understand. Your betters will tell you the truth. Trust 'em.,Negative,No
"Yo, just a note from the great Jersey Shore, we're gettin' a good heap of Global warming at a 1/2 inch an hour. Thanks Al!",Negative,No
;P  norwegian nobel committee Time Magazine Has a Problem with the Truth about Global Warming ...,Negative,No
@Rochdalian  Maybe it's an ironic by-product of global warming. (The new Southern Snow-Belt),Negative,No
@thatsright_95 http://twitpic.com/11n0ql - oh wow! Global warming sure is in full force!,Negative,Yes
http://twitpic.com/11n0ql - Global warming alert: 1:50 a.m. EST.,Negative,No
@texasps Ma'am...I'm drunk bloggin' the global warming fiasco that is happening as we speak in my backyard. I LOVE SNOW! (climate change),Negative,No
"Free Reading !!! Climate Change loonies ' Standard Examiner Blogs: Still, the letters from tho... http://bit.ly/ca7Z8L mypsychicsonline.inf",Negative,No
BYU scientists refute Utah committee's global warming assertations|State lawmakers are finding themselves in an .. http://oohja.com/x6uQM,Negative,No
"@infowars:dont care what they say about climate change its getting warmer fact, storms around world are getting stronger,fact!",Negative,No
@oxchris the snow should be blamed on global warming.. I mean global cooling.. I mean.. Oh you know.. It's all bull anyway!,Negative,No
"Snow? IN JANUARY??? I thought with global warming I was all set, but looks like I will have to go back to the double shorts setup.",Negative,No
SEC Recognizes Climate Change as Material Business Risk http://url4.eu/1KCv5,Negative,Yes
SEC Recognizes Climate Change as Material Business Risk http://url4.eu/1KCuu,Negative,Yes
SEC Recognizes Climate Change as Material Business Risk http://bit.ly/aXTBYB,Negative,Yes
SEC Recognizes Climate Change as Material Business Risk http://bit.ly/aXTBYB,Negative,Yes
RT @Lib_Berated: EPA can't finish their report on Global Warming because it was there is too much snow to go to work.//ROFLMFAO!!,Negative,No
EPA can't finish their report on Global Warming because it was there is too much snow to go to work.,Negative,No
RT @wsmco: should tie a liberal global warming scum to front of every snowplow in dc. and drag morons who voted for them behind it.,Negative,No
should tie a liberal global warming scum to front of every snowplow in dc. and drag morons who voted for them behind it.,Negative,No
Climate Change: The Great Unraveling ..  http://americanperspective.org/climate-change-great-unraveling.html,Positive,Yes
Economics Must Align with Climate Change http://bit.ly/boCsqs #energy,Negative,No
Global warming is killing Canadian wolverine http://bmpost.com/8751,Negative,No
"@Token12ga That's just wrong! As I told @underdad, who lives in Hawaii, weatherboarding is a climate change offense! @onetokenblack",Negative,Yes
Is climate change hiding the decline of maple syrup? http://bit.ly/c8lMYl,Negative,No
gop still doesn't comprehend diff btw weather & climate: rt @GottaLaff VA GOP uses blizzard to lie about climate change http://bit.ly/9KCedz,Negative,No
"RT @Kennedy_School: New York Times' Andrew Revkin, AU's Matthew Nisbet, Urge Better Communication on Climate Change: http://bit.ly/csYeJ3",Negative,No
Arctic climate changing faster than expected  (Reuters): Reuters - Climate change is transforming the Arctic e... http://bit.ly/d8Sx0D,Negative,No
global warming put off until July!,Negative,No
"Check out the Most popular GPS Video: Educational Video on the Environment, Global Warming & Poverty - you watch it now http://bit.ly/6SExFi",Negative,No
India Ditches UN Climate Change Group http://bit.ly/aoccoR,Negative,No
Prince Charles On Climate Change: Global Warming Skeptics Are All Liars http://bit.ly/bHljEQ,Negative,No
Conference on Food Security and Climate Change Releases ... http://bit.ly/ale43O,Negative,No
On @Slashdot : India Ditches UN Climate Change Group http://jyspq.tk,Negative,No
Prince Charles On Climate Change: Global Warming Skeptics Are All Liars http://bit.ly/dmKIml,Negative,No
The British public has become increasingly sceptical about #climate change (BBC) http://bit.ly/cWReJl via @Flipbooks #News,Negative,No
global warming http://bit.ly/dxIaFb ;P Study Says Arctic Ice Melt to Cost Global Economy $2.4 Trillion,Negative,No
RT @TelegraphNews Climate change: always room for doubt  http://bit.ly/bvCi6g,Negative,No
Important video to watch - Laurie Davids Green Guide to Stop Global Warming http://bit.ly/5xA0tB #globalwarning #green #eco #climatechange,Negative,No
"""Climate Change Fraud - India forms new climate change body"" http://tinyurl.com/ybdeqkk",Negative,No
"RT @DefendGlenn: ""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty",Negative,No
Global Warming-Time To Act | Video Search Engine Fooooo: NTDTV Global Chinese Dance Competition i. 07:04. Notewort... http://bit.ly/dauPuA,Negative,No
"""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty",Negative,No
Deforestation can increase the global warming impacts on the earth http://tinyurl.com/yf2np2u,Negative,No
gridlock Facts brushed over by global warming fanatics  :O,Negative,No
Wolverine No Match for Climate Change:  Forget polar bears or penguins.  The charismatic megafauna suffering most ... http://bit.ly/dn0Vbg,Negative,Yes
"If climate aid won't be additional, harder to imagine a true global carbon deal. Warming becomes one more global development problem",Negative,No
Brilliant. RT @StephenAtHome I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist,Negative,No
RT @AllConcern: #enviroment: Traditional Indigenous Knowledge & Global Warming ' Stephen Leahy ... http://bit.ly/9b9Ofj,Negative,No
Global Warming Activist Freezes to Death in Antarctica http://tinyurl.com/gf3ud #tcot,Negative,No
I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist /via @StephenAtHome,Negative,No
@GregWHoward Another MSM driven scientific panic. Sounds a lot like global warming.,Negative,No
FRIDAY AFTERNOON IGNORANCE-OFF: Virginia GOP (snow means no global warming!) vs. Tea Party speaker (diversity is evil!) http://p-bu.mp/83l,Negative,No
Examining global warming on a Grand Valley level|The issue of global warming has been a topic of hot debate for .. http://oohja.com/x6t1E,Negative,No
http://bit.ly/10NrOO Energy and Global Warming News for February 5: How activists took ... http://bit.ly/dthmq9,Negative,No
New facility expected to clarify ecosystem responses to climate change|( DOE/Oak Ridge National Laboratory ) .. http://oohja.com/x6t0p,Negative,No
"Certainty on the Science of Climate Change: 'A wait-and-see policy,' on climate change, observed Center for Americ... http://bit.ly/crQW9x",Negative,No
Virginia GOP uses snow to mock climate change and attack cap-and-trade. http://www.youtube.com/watch?v=y5A2ahIn05M,Negative,No
Positive Proof of Global Warming! [PIC]  http://tweetphoto.com/10483335,Negative,No
Positive Proof of Global Warming! [PIC]  http://tweetphoto.com/10483335,Negative,No
@hahahouser my dad does that. Everytime it snows he's like 'WHAT GLOBAL WARMING!?',Negative,No
PHOTOS:  Precarious homes threatened by climate change: http://bit.ly/8Yir22,Negative,No
Something must be done! Moderate Increase in Global Warming Will Wipe Out Many Species http://bit.ly/7pjHIG #wildlife #green #nature #eco,Negative,No
RT @ethnosproject: Many great videos at Conversations with the Earth: Indigenous Voices 	on Climate Change: http://tinyurl.com/yjfn5nj,Positive,Yes
Climate Change Expert Refutes Copenhagen 'Myths' and Defends Copenhagen Accord http://bit.ly/cJNCe3,Negative,No
"@AmanpourCNN China fucked with US in Climate Change, I say let them go to hell.",Negative,Yes
"Hey smartasses, GLOBAL warming, not ""insert your location which happens to be unseasonably cold for 2 seconds"" warming. Oh, meant dumbasses.",Negative,No
Police question global warming 'sceptic' scientist over 'Climategate' email leak|Detectives have interviewed .. http://oohja.com/x6rRT,Negative,No
@chrisjhorn rudd seems to be on the back foot. Climate change skeptics are challenging him too.,Negative,No
Laurence Tribe: climate change suits should be dismissed under political-question doctrine [Adler] http://is.gd/7KS5R,Negative,No
"Climate Change and Activists Won't Delay, But United Nations Will http://bit.ly/c9OcbB (Youth Climate Mvmt)",Negative,No
"Pachauri insists science behind global warming remains 'totally valid'|New Delhi, Feb 5: UN Inter-Governmental .. http://oohja.com/x6rHz",Negative,No
"Pachauri insists science behind global warming remains 'totally valid'|New Delhi, Feb 5: UN Inter-Governmental .. http://oohja.com/x6rDp",Negative,No
"Pachauri insists science behind global warming remains 'totally valid'|New Delhi, Feb 5: UN Inter-Governmental .. http://oohja.com/x6rBu",Negative,No
"What's a Cheap, Easy Way to Curb Climate Change? Seal the Leaks!: PR Web (press release)Newark, NJ (PRWEB) Februa... http://bit.ly/cU9fiD",Negative,Yes
Africa And Global Warming|Lagos ? A group called The Africa Group whose spokes person is Ethiopian leader Meles .. http://oohja.com/x6qTB,Negative,No
Africa: Africa And Global Warming: A group called The Africa Group whose spokes person is Ethiopian l... http://tinyurl.com/y8fzja2 #Africa,Negative,No
India Says UN Is Central to Climate Change Talks: 5 (Bloomberg) ' India said the United Nations Framework Conventi... http://bit.ly/90tobY,Negative,No
@SexyJada770 Yeah it wil be a hell of a snow storm! What happened to global warming? LOL With luck it will by pass NYC ! :),Negative,Yes
Officials back climate change science at Delhi talks - BBC News: New Zealand HeraldOfficials back climate change s... http://bit.ly/dAlwZF,Negative,No
Officials back climate change science at Delhi talks - BBC News http://bit.ly/azhGJn,Negative,No
